20161122_055900 Lat:37.3530 Lon:141.6030 Dep: 25.0 Mag: 7.40
37.353,141.603, 37.6385,140.9849,   0.34053,   1.58022,   2.40418,  83,201611220559
37.353,141.603, 37.0911,140.9035,   0.61113,   2.20456,   1.60821,  60,201611220559
37.353,141.603, 37.7949,140.9196,   0.38947,   1.85062,   2.07921,  83,201611220559
37.353,141.603, 37.6799,140.7346,   0.14161,   1.85835,   2.27932,  83,201611220559
37.353,141.603, 36.9069,140.7929,   0.68770,   1.31473,   1.33104,  60,201611220559
37.353,141.603, 37.9763,140.7818,   0.18302,   1.21029,   1.76957,  83,201611220559
37.353,141.603, 38.1049,140.8699,   0.26281,   0.87585,   1.37441, 144,201611220559
37.353,141.603, 38.2663,140.9293,   0.17250,   0.85607,   0.97190, 144,201611220559
37.353,141.603, 38.4292,141.2818,   0.18770,   0.66338,   0.97223,  66,201611220559
37.353,141.603, 38.4466,140.8874,   0.31940,   0.74824,   0.89935, 144,201611220559
37.353,141.603, 36.3690,140.4528,   0.61308,   0.72833,   0.63411,  49,201611220559
37.353,141.603, 36.1587,140.4892,   0.42755,   0.57390,   0.44297,  49,201611220559
37.353,141.603, 36.1954,140.2713,   0.20548,   0.50185,   0.53703,  49,201611220559
37.353,141.603, 35.9770,140.6322,   0.68649,   1.53897,   0.84138,  26,201611220559
37.353,141.603, 35.9007,140.4905,   0.72147,   0.87646,   0.66019,  26,201611220559
37.353,141.603, 35.7077,140.5680,   0.69121,   0.96076,   0.74383,  12,201611220559
37.353,141.603, 35.3872,140.2370,   0.31952,   1.56708,   0.87744,  30,201611220559
37.353,141.603, 35.2999,140.3867,   0.30302,   1.00471,   0.59631,  30,201611220559
37.353,141.603, 35.1155,140.1022,   0.17254,   0.41917,   1.00184,  30,201611220559
37.353,141.603, 35.2727,139.6579,   0.14510,   0.58418,   0.43388,  10,201611220559
37.353,141.603, 35.1105,139.8351,   0.19040,   0.72167,   0.97562,  10,201611220559
37.353,141.603, 35.0966,139.3778,   0.55175,   0.86821,   0.58560,  10,201611220559
37.353,141.603, 34.8931,139.5711,   0.28122,   0.63343,   0.34233,  12,201611220559
37.353,141.603, 34.7396,139.8393,   0.26967,   0.51294,   0.37776,  27,201611220559
37.353,141.603, 34.9413,139.4213,   0.44711,   0.88725,   0.47827,  12,201611220559
37.353,141.603, 34.7983,139.6435,   0.36082,   0.49419,   0.30326,  27,201611220559
